"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1980,"Rate",4.22678645980731,3.74542953671516,4.84469220360641
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1981,"Rate",4.31036079311487,3.83317747004506,5.02737743656161
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1982,"Rate",4.17967065411561,3.7325632523635,4.79048336668705
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1983,"Rate",4.09088632889934,3.68102453205732,4.87048129060505
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1984,"Rate",3.98762547744425,3.58072001666233,4.57904687688506
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1985,"Rate",3.97679210342187,3.61245977588352,4.51938811211522
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1986,"Rate",3.97938370573397,3.62215249671867,4.58315739900972
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1987,"Rate",3.98411788228531,3.61983222826436,4.46331077957016
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1988,"Rate",4.22172348864517,3.86018695242797,4.65888086849319
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1989,"Rate",4.29254353290456,3.95080397422861,4.76836659448485
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1990,"Rate",4.28769053173395,3.96197105361414,4.66379832347205
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1991,"Rate",4.28594912186721,3.95732079157399,4.68883372002129
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1992,"Rate",4.12443604812598,3.81094229809485,4.48016244042123
1,"Deaths",535,"Idaho",16,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1993,"Rate",4.27998176129195,3.9390320171068,4.61508045612415
