"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1980,"Rate",2.82252315322677,2.50368619709996,3.24072441955515
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1981,"Rate",2.84787791458148,2.55465042024305,3.2307458571307
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1982,"Rate",2.87305613659194,2.56759665112147,3.26569390543873
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1983,"Rate",3.02229224198437,2.74237234244753,3.39052681199374
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1984,"Rate",3.23157365601097,2.94517383871075,3.68281168099069
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1985,"Rate",3.00518122718205,2.74007066065775,3.34084170282359
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1986,"Rate",3.08810027253459,2.83600582856327,3.45289229180417
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1987,"Rate",3.1925024587952,2.94364605032996,3.52228337943497
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1988,"Rate",3.33074788047505,3.08464667456254,3.65754505138777
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1989,"Rate",3.03322384640788,2.80502824231872,3.28935156301765
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1990,"Rate",3.38325614073435,3.14341742206149,3.68318832378598
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1991,"Rate",3.35452749564059,3.1135795407969,3.65191175885368
1,"Deaths",544,"Massachusetts",25,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1992,"Rate",3.46774264849884,3.22023031077011,3.74782920679738
