"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1980,"Rate",5.49450143182987,4.89829869501077,6.29922938789826
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1981,"Rate",4.68060832876853,4.17779810046385,5.36358746736763
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1982,"Rate",4.57747989140262,4.10521315174096,5.28115012605471
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1983,"Rate",4.2076893608966,3.80794292393632,4.77820554945751
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1984,"Rate",4.17179664946354,3.76661233041517,4.70530464617816
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1985,"Rate",3.85934595896743,3.50440290697213,4.34925300202934
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1986,"Rate",3.78873776883405,3.43196093273501,4.24781396423752
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1987,"Rate",4.27448692647476,3.91365070071632,4.72518692162316
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1988,"Rate",4.25223504781093,3.89909400335074,4.70440505110371
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1989,"Rate",3.58922535454542,3.28349786601058,3.97947709428674
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1990,"Rate",3.41019409265122,3.13144619287074,3.74501987039158
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1991,"Rate",3.34169679619099,3.05133033027738,3.67680908803373
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1992,"Rate",4.04230165550066,3.70123145089083,4.46306422462752
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1993,"Rate",4.09416494924361,3.72440894478056,4.47245556335784
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1994,"Rate",3.97183953968146,3.5962267476841,4.37796448011579
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1995,"Rate",4.47578247760775,4.08719969628893,4.88664757672026
1,"Deaths",529,"Connecticut",9,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1996,"Rate",3.98711295132685,3.61507527453371,4.38443570949552
