"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1980,"Rate",4.62224096195234,4.10679951485283,5.2658587407223
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1981,"Rate",4.91008499204059,4.41199848196828,5.57044033868218
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1982,"Rate",4.10381236511241,3.71528293554316,4.75770162012848
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1983,"Rate",4.2429331788551,3.86315940268112,4.99267807007039
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1984,"Rate",4.2637092383115,3.90164025392322,4.94537016310266
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1985,"Rate",4.34426514475109,3.99681718119382,4.94502996038654
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1986,"Rate",3.9918861735027,3.68422383122607,4.53975552252242
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1987,"Rate",4.28669804888371,3.97573914306611,4.77408133964395
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1988,"Rate",4.01981518479122,3.72447091856978,4.44250005019755
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1989,"Rate",4.31316317689819,3.99636072201049,4.70943774678024
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1990,"Rate",4.32374317400409,4.03110454569407,4.66344596250229
1,"Deaths",570,"Washington",53,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1991,"Rate",4.0591296615415,3.78230499481896,4.38344976431201
