"measure_id","measure_name","location_id","location_name","FIPS","cause_id","cause_name","sex_id","sex","age_id","age_name","year_id","metric","mx","lower","upper"
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1980,"Rate",8.42274263124969,7.1961816048091,9.81403559156558
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1981,"Rate",8.65004072763299,7.50576178829859,10.1217877165169
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1982,"Rate",7.84139508979037,6.80226446557129,9.25156331860395
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1983,"Rate",7.53821677781512,6.5933247916493,8.66564991593251
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1984,"Rate",7.64606760712333,6.75305894908816,8.87689480645197
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1985,"Rate",8.26296136693628,7.33794101590084,9.59249125529752
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1986,"Rate",9.18884899997683,8.13538823000623,10.4360446840856
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1987,"Rate",8.43896920870873,7.53298355564265,9.69775899341655
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1988,"Rate",7.4879263893881,6.74194286512845,8.41113467408078
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1989,"Rate",9.54830139128171,8.63342571237996,10.7257461114625
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1990,"Rate",10.4905248626411,9.57958419711647,11.5265881718478
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1991,"Rate",8.71020833450838,7.9029757570287,9.53822600277953
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1992,"Rate",7.29575903818328,6.624484764305,8.05781995348062
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1993,"Rate",7.42721508541723,6.78701969767342,8.23516085968051
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1994,"Rate",8.22205459428874,7.53751526174648,8.96496291147188
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1995,"Rate",7.84144476228423,7.18196436866912,8.56550054458622
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1996,"Rate",6.9093639805435,6.26041435610923,7.62549005427848
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1997,"Rate",7.11813828551205,6.44700499151858,7.83847966284666
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1998,"Rate",8.08885580080564,7.39531192820016,8.84425612888978
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",1999,"Rate",7.19859673767427,6.49829797183155,7.94090647112574
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2000,"Rate",6.83176220600067,6.15013570918059,7.55670965724091
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2001,"Rate",7.32900657815579,6.59281776477979,8.02614469412447
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2002,"Rate",7.18355332719526,6.45852620726794,7.87228348953324
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2003,"Rate",6.92077465617554,6.19045262780898,7.70062584689058
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2004,"Rate",7.13784945822077,6.34422595718569,7.91124153610372
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2005,"Rate",6.84996203309974,6.06207506004673,7.64083955574499
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2006,"Rate",6.99151500895656,6.27249893610067,7.80266811768489
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2007,"Rate",7.49889364796567,6.66106083927248,8.33575215398056
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2008,"Rate",6.47279041561612,5.73473632224431,7.22622359057958
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2009,"Rate",7.65028644873318,6.83961244256837,8.47510464742312
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2010,"Rate",8.29197979255778,7.48293845476215,9.17226071125874
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2011,"Rate",7.24422049030945,6.39188674325267,8.07846993745607
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2012,"Rate",7.52919512696504,6.6343318710265,8.36848096296213
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2013,"Rate",7.15877480977018,6.3045877514728,8.04252150754268
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",1,"Male",27,"Age-standardized",2014,"Rate",6.2043166405887,5.42804160723528,6.96968436567884
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1980,"Rate",2.56547382911245,2.24502969777013,2.93647978711772
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1981,"Rate",2.58655343483215,2.24656544975305,2.9257347363427
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1982,"Rate",2.60219491890875,2.27962582037189,2.93446386707608
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1983,"Rate",2.3303674901344,2.0484651969379,2.61632448301832
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1984,"Rate",2.35574111906293,2.09907851090724,2.64753262127745
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1985,"Rate",2.44921720347195,2.16687002036373,2.75343467550126
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1986,"Rate",2.63301994841522,2.3257963773337,2.96772118795395
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1987,"Rate",2.71910742767837,2.39805245854248,3.04822332095238
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1988,"Rate",2.39281493992126,2.12722224601979,2.71900995939984
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1989,"Rate",2.58055005157472,2.30513814646706,2.8991942092135
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1990,"Rate",2.60730427965408,2.32139212950185,2.94623059531741
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1991,"Rate",2.45875044567256,2.18240104694931,2.75765676754949
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1992,"Rate",2.31329016649226,2.04690012700431,2.59758866628998
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1993,"Rate",2.46791847978444,2.20670909046038,2.77185917223894
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1994,"Rate",2.49984638593742,2.21891084451372,2.79668341426949
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1995,"Rate",2.52202752836057,2.22361016160476,2.81267577687465
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1996,"Rate",1.97042237095096,1.7382971724577,2.21605114440587
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1997,"Rate",2.04060393778905,1.79177764134153,2.30807199993543
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1998,"Rate",2.41383713788127,2.105997625446,2.73443450052774
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",1999,"Rate",2.08896575520273,1.79682764988355,2.39670233730186
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2000,"Rate",2.06131255049347,1.76176090272138,2.3974404671033
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2001,"Rate",2.39692420830234,2.07899177820096,2.76886488701869
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2002,"Rate",2.03391001044115,1.73022291226817,2.37595714259675
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2003,"Rate",2.38065892611777,2.02571549171345,2.75964377407388
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2004,"Rate",2.09238338507634,1.7710060253205,2.42344042724554
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2005,"Rate",2.12415573478738,1.77978176411865,2.48586719867254
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2006,"Rate",2.28113204528972,1.93912817030217,2.67088048582121
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2007,"Rate",2.15109612940929,1.8062368005458,2.55190967826157
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2008,"Rate",2.19304565657528,1.83728524506828,2.58070986850247
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2009,"Rate",2.46977984526643,2.07633665152118,2.91826373750462
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2010,"Rate",2.50891605349674,2.09366244786243,2.96834195256719
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2011,"Rate",2.61105863333411,2.20632024658723,3.082269617904
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2012,"Rate",2.58299050417537,2.16928380339314,3.04060863540879
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2013,"Rate",2.13659718240508,1.7827743254727,2.52229377685782
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",2,"Female",27,"Age-standardized",2014,"Rate",2.4978248456868,2.09369343129912,2.96786460475777
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1980,"Rate",5.46239308207943,4.840655471142,6.1859891563071
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1981,"Rate",5.58441009624034,4.98344483496238,6.30389783841114
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1982,"Rate",5.18991656032441,4.66741730565309,5.9473117706956
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1983,"Rate",4.90384382955875,4.37265987614077,5.47628890588203
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1984,"Rate",4.96819555148949,4.50574407288543,5.56680645314237
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1985,"Rate",5.32280844510246,4.82801697955616,5.97601327740587
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1986,"Rate",5.87639256049692,5.34559610969066,6.52019480333912
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1987,"Rate",5.55047520888732,5.06347334659212,6.25610019461027
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1988,"Rate",4.91347622193402,4.53814850821173,5.45304069703117
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1989,"Rate",6.0383321141955,5.59209867365034,6.60956282680722
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1990,"Rate",6.52041716377579,6.02230048910315,7.05485185657422
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1991,"Rate",5.5614047084399,5.13803044186531,6.00710874323756
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1992,"Rate",4.78243856696189,4.40976632951722,5.20080128685838
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1993,"Rate",4.92339176163969,4.55930735086117,5.33953060338278
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1994,"Rate",5.33708423412298,4.96287948718925,5.73438899903984
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1995,"Rate",5.15745372251669,4.79655893177578,5.55333159633953
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1996,"Rate",4.41522982078435,4.07143342055454,4.78846735213085
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1997,"Rate",4.55331290334093,4.20795182745791,4.93335296306838
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1998,"Rate",5.22475706548165,4.84929244407884,5.63358118498126
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",1999,"Rate",4.6196917745675,4.2405316991568,5.02866929887797
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2000,"Rate",4.4217470895133,4.04465393911222,4.82139153637136
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2001,"Rate",4.83914868292793,4.4092997906233,5.25804112753023
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2002,"Rate",4.58258571610927,4.16363865018345,4.96141625066737
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2003,"Rate",4.6264463385237,4.20939794591296,5.02412277833096
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2004,"Rate",4.5880394078129,4.18025861031962,5.00995302195872
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2005,"Rate",4.46230597934811,4.0086196499005,4.88861766547962
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2006,"Rate",4.61107460874054,4.18648686353914,5.04689732968782
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2007,"Rate",4.79763983434392,4.34470752691687,5.23659008828338
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2008,"Rate",4.30752903516561,3.8743153996774,4.7209097626832
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2009,"Rate",5.03337813768177,4.56899733152379,5.48662220499007
1,"Deaths",551,"Nevada",32,560,"Alcohol use disorders",3,"Both",27,"Age-standardized",2010,"Rate",5.37394960385481,4.89451944908179,5.87021068980119
